Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
PROV267;Inbhir Nis;;;;;;;;;;;;;
PROV268;Dun Deagh;;;;;;;;;;;;;
PROV269;Dun Eideann;;;;;;;;;;;;;
PROV270;Sruighlea;;;;;;;;;;;;;
PROV271;Glaschu;;;;;;;;;;;;;
PROV272;Dun Phris;;;;;;;;;;;;;
PROV273;Caerdydd;Cardiff;Cardiff;;Cardiff;;;;;;;;;
PROV274;Aberteifi;Cardigan;Cardigan;;Cardigan;;;;;;;;;
PROV275;Llandrindod;Llandrindod;Llandrindod;;Llandrindod;;;;;;;;;
PROV276;Gwynedd;Holyhead;Holyhead;;Holyhead;;;;;;;;;
PROV277;Llynlleifiad;;;;;;;;;;;;;
PROV278;Matsi;Manchester;Manchester;;Manchester;;;;;;;;;
PROV279;Cair Luail;;;;;;;;;;;;;
PROV280;An Caisteal Nuadh;;;;;;;;;;;;;
PROV281;East Thriding;Coque;Hull;;Hull;;;;;;;;;
PROV282;North Thriding;Leeds;Leeds;;Leeds;;;;;;;;;
PROV283;South Thriding;Sheffield;Sheffield;;Sheffield;;;;;;;;;
PROV284;Beormingaham;Birmingham;Birmingham;;Birmingham;;;;;;;;;
PROV285;Caerlleon;;;;;;;;;;;;;
PROV286;Amwythig;;;;;;;;;;;;;
PROV287;Cofestre;Coventry;Coventry;;Coventry;;;;;;;;;
PROV288;Snotingaham;Nottingham;Nottingham;;Nottingham;;;;;;;;;
PROV289;Ledecestre;Leicester;Leicester;;Leicester;;;;;;;;;
PROV290;Lincylene;Lincoln;Lincoln;;Lincoln;;;;;;;;;
PROV291;Grantebrycge;Cambridge;Cambridge;;Cambridge;;;;;;;;;
PROV292;Northfolc;Ipswich;Ipswich;;Ipswich;;;;;;;;;
PROV293;Celmeresfort;Chelmsford;Chelmsford;;Chelmsford;;;;;;;;;
PROV294;Oxnaford;Oxford;Oxford;;Oxford;;;;;;;;;
PROV295;Waeclingacaester;St Albans;St Albans;;St Albans;;;;;;;;;
PROV296;Brycgstow;Bristol;Bristol;;Bristol;;;;;;;;;
PROV297;Searoburg;Salisbury;Salisbury;;Salisbury;;;;;;;;;
PROV298;Bathum;Bath;Bath;;Bath;;;;;;;;;
PROV299;Sutona;Plymouth;Plymouth;;Plymouth;;;;;;;;;
PROV300;Lundenburg;London;London;;Londres;;;;;;;;;
PROV301;Cantwareburh;Canterbury;Canterbury;;Canterbury;;;;;;;;;
PROV302;Suthseaxe;Brighton;Brighton;;Brighton;;;;;;;;;
PROV303;Wintanceaster;Southampton;Southampton;;Southampton;;;;;;;;;
PROV304;Isle of Man;?e de Man;Isle of Man;;Isla de Man;;;;;;;;;
PROV307;Hammerfest;Hammerfest;Hammerfest;;Hammerfest;;;;;;;;;
PROV309;Bergen;Bergen;Bergen;;Bergen;;;;;;;;;
PROV310;Stavanger;Stavanger;Stavanger;;Stavanger;;;;;;;;;
PROV311;Skien;Skien;Skien;;Skien;;;;;;;;;
PROV312;Drammen;Drammen;Drammen;;Drammen;;;;;;;;;
PROV313;Christiania;Christiania;Christiania;;Christiania;;;;;;;;;
PROV314;Hamar;Hamar;Hamar;;Hamar;;;;;;;;;
PROV315;Lillehammer;Lillehammer;Lillehammer;;Lillehammer;;;;;;;;;
PROV316;Frederiksstad;Frederiksstad;Frederiksstad;;Frederiksstad;;;;;;;;;
PROV317;Gävle;Gävle;Gävle;;Gävle;;;;;;;;;
PROV318;Sundsvall;Sundsvall;Sundsvall;;Sundsvall;;;;;;;;;
PROV319;Östersund;Östersund;Östersund;;Östersund;;;;;;;;;
PROV320;Umeå;;;;;;;;;;;;;
PROV321;Luleå;;;;;;;;;;;;;
PROV322;Stockholm;Stockholm;Stockholm;;Estocolmo;;;;;;;;;
PROV323;Falun;Falun;Falun;;Falun;;;;;;;;;
PROV324;Uppsala;Uppsala;Uppsala;;Uppsala;;;;;;;;;
PROV325;Norrköping;Norrköping;Norrköping;;Norrköping;;;;;;;;;
PROV326;Västerås;Västerås;Västerås;;Västeras;;;;;;;;;
PROV327;Örebro;Örebro;Örebro;;Örebro;;;;;;;;;
PROV328;Karlstad;Karlstad;Karlstad;;Karlstad;;;;;;;;;
PROV329;Göteborg;Gothenburg;Göteburg;;Gotemburgo;;;;;;;;;
PROV330;Borås;Borås;Borås;;Borås;;;;;;;;;
PROV331;Gotland;Gotland;Gotland;;Gotland;;;;;;;;;
PROV332;Kalmar;Kalmar;Kalmar;;Kalmar;;;;;;;;;
PROV333;Växjö;;;;;;;;;;;;;
PROV334;Malmö;;;;;;;;;;;;;
PROV335;Karlskrona;Karlskrona;Karlskrona;;Karlskrona;;;;;;;;;
PROV336;Oulu;Oulu;Oulu;;Oulu;;;;;;;;;
PROV337;Kajaani;Kajaani;Kajaani;;Kajaani;;;;;;;;;
PROV338;Tornio;Tornio;Tornio;;Tornio;;;;;;;;;
PROV339;Vyborg;Viipuri;Viipuri;;Viipuri;;;;;;;;;
PROV340;Kotka;Kotka;Kotka;;Kotka;;;;;;;;;
PROV341;Sankt-Mikhel;Mikkeli;Mikkeli;;Mikkeli;;;;;;;;;
PROV342;Kuopio;Kuopio;Kuopio;;Kuopio;;;;;;;;;
PROV343;Helsinki;Helsinki;Helsinki;;Helsinki;;;;;;;;;
PROV344;Hämeenlinna;Hämeenlinna;Hameenlinna;;Hameenlinna;;;;;;;;;
PROV345;Turku;Turku;Turku;;Turku;;;;;;;;;
PROV346;Vaasa;Vaasa;Vaasa;;Vaasa;;;;;;;;;
PROV347;Tampere;Tampere;Tampere;;Tampere;;;;;;;;;
PROV348;Åland Islands;?es ?and;Aland-Inseln;;Islas Aland;;;;;;;;;
PROV349;Tallinn;Reval;Reval;;Reval;;;;;;;;;
PROV352;Dorpat;Dorpat;Dorpat;;Dorpat;;;;;;;;;
REMOVE_PROV353;Kuressaare;Kuressaare;Kuressaare;;Kuressaare;;;;;;;;;
PROV354;Riga;Riga;Riga;;Riga;;;;;;;;;
PROV369;Kiel;Kiel;Kiel;;Kiel;;;;;;;;;
PROV370;Flensburg;Flensburg;Flensburg;;Flensburg;;;;;;;;;
PROV373;Odense;Odense;Odense;;Odense;;;;;;;;;
PROV374;Bornholm;Bornholm;Bornholm;;Bornholm;;;;;;;;;
PROV375;Amsterdam;Amsterdam;Amsterdam;;Amsterdam;;;;;;;;;
PROV376;Rotterdam;Rotterdam;Rotterdam;;Rotterdam;;;;;;;;;
PROV377;Utrecht;Utrecht;Utrecht;;Utrecht;;;;;;;;;
PROV378;Middelburg;Middelburg;Middelburg;;Middelburg;;;;;;;;;
PROV379;Eindhoven;Eindhoven;Eindhoven;;Eindhoven;;;;;;;;;
PROV380;Breda;Breda;Breda;;Breda;;;;;;;;;
PROV382;Arnhem;Arnhem;Arnheim;;Arnhem;;;;;;;;;
PROV383;Groningen;Groningen;Groningen;;Groninga;;;;;;;;;
PROV384;Zwolle;Zwolle;Zwolle;;Zwolle;;;;;;;;;
PROV385;Leeuwarden;Leeuwarden;Leeuwarden;;Leeuwarden;;;;;;;;;
PROV386;Assen;Assen;Assen;;Assen;;;;;;;;;
PROV391;Hasselt;Hasselt;Hasselt;;Hasselt;;;;;;;;;
PROV392;Namur;Namur;Namur;;Namur;;;;;;;;;
PROV394;Charleroi;Charleroi;Charleroi;;Charleroi;;;;;;;;;
PROV395;Liège;Li?e;Liege;;Lieja;;;;;;;;;
PROV397;Luxembourg;Luxembourg;Luxemburg;;Luxemburgo;;;;;;;;;
PROV399;Lille;Lille;Lille;;Lille;;;;;;;;;
PROV401;Arras;Arras;Arras;;Arras;;;;;;;;;
PROV402;Amiens;Amiens;Amiens;;Amiens;;;;;;;;;
PROV404;Cambrai;Cambrai;Cambrai;;Cambrai;;;;;;;;;
PROV405;Charleville;Charleville;Charleville;;Charleville;;;;;;;;;
PROV406;Troyes;Troyes;Troyes;;Troyes;;;;;;;;;
PROV407;Chaumont;Chaumont;Chaumont;;Chaumont;;;;;;;;;
PROV409;Strasbourg;Strasbourg;Strasbourg;;Estrasburgo;;;;;;;;;
PROV410;Colmar;Colmar;Colmar;;Colmar;;;;;;;;;
PROV411;Nancy;Nancy;Nancy;;Nancy;;;;;;;;;
PROV412;Metz;Metz;Metz;;Metz;;;;;;;;;
PROV413;Verdun;Verdun;Verdun;;Verd?;;;;;;;;;
PROV414;Épinal;?inal;Epinal;;Epinal;;;;;;;;;
PROV416;Évreux;?reux;Evreux;;Evreux;;;;;;;;;
PROV417;Alençon;Alen?n;Alencon;;Alencon;;;;;;;;;
PROV418;Caen;Caen;Caen;;Caen;;;;;;;;;
PROV419;Channel Islands;?es Anglo-Normandes;Kanalinseln;;Islas del Canal;;;;;;;;;
PROV420;Brest;Brest;Brest;;Brest;;;;;;;;;
PROV421;St Brieuc;Saint-Brieuc;St Brieuc;;Saint-Brieuc;;;;;;;;;
PROV422;Vannes;Vannes;Vannes;;Vannes;;;;;;;;;
PROV423;Nantes;Nantes;Nantes;;Nantes;;;;;;;;;
PROV424;Rennes;Rennes;Rennes;;Rennes;;;;;;;;;
PROV425;Paris;Paris;Paris;;Par?;;;;;;;;;
PROV426;Chartres;Chartres;Chartres;;Chartres;;;;;;;;;
PROV427;Melun;Melun;Melun;;Melun;;;;;;;;;
PROV428;Dijon;Dijon;Dijon;;Dijon;;;;;;;;;
PROV429;Auxerre;Auxerre;Auxerre;;Auxerre;;;;;;;;;
PROV432;Besançon;Besan?n;Besancon;;Besancon;;;;;;;;;
PROV434;Cholet;;;;;;;;;;;;;
PROV436;Le Mans;Le Mans;Le Mans;;Le Mans;;;;;;;;;
PROV437;La Roche;La Roche;La Roche;;La Roche;;;;;;;;;
PROV438;Orléans;Orl?ns;Orleans;;Orleans;;;;;;;;;
PROV439;Bourges;Bourges;Bourges;;Bourges;;;;;;;;;
PROV440;Blois;Blois;Blois;;Blois;;;;;;;;;
PROV441;Tours;Tours;Tours;;Tours;;;;;;;;;
PROV442;La Rochelle;La Rochelle;La Rochelle;;La Rochela;;;;;;;;;
PROV443;Poitiers;Poitiers;Poitiers;;Poitiers;;;;;;;;;
PROV444;Angoulême;Angoul?e;Angouleme;;Angouleme;;;;;;;;;
PROV445;Limoges;Limoges;Limoges;;Limoges;;;;;;;;;
PROV448;Clermont-Ferrand;Clermont-Ferrand;Clermont-Ferrand;;Clermont-Ferrand;;;;;;;;;
PROV449;Aurillac;Aurillac;Aurillac;;Aurillac;;;;;;;;;
PROV450;Cahors;Cahors;Cahors;;Cahors;;;;;;;;;
PROV453;Valence;Valence;Valence;;Valence;;;;;;;;;
PROV454;Graçanòbol;Grenoble;Grenoble;;Grenoble;;;;;;;;;
PROV455;Toulouse;Toulouse;Toulouse;;Toulouse;;;;;;;;;
PROV456;Montauban;Montauban;Montauban;;Montauban;;;;;;;;;
PROV458;Bordeaux;Bordeaux;Bordeaux;;Burdeos;;;;;;;;;
PROV460;Pau;Pau;Pau;;Pau;;;;;;;;;
PROV461;Montpellier;Montpellier;Montpellier;;Montpellier;;;;;;;;;
PROV462;Rodez;Rodez;Rodez;;Rodez;;;;;;;;;
PROV464;Perpinyà;Perpignan;Perpignan;;Perpi?n;;;;;;;;;
PROV465;Annecy;Annecy;Annecy;;Annecy;;;;;;;;;
PROV466;Chambèri;Sciamberi;Sciamberi;;Sciamberi;;;;;;;;;
PROV467;Marselha;Marseille;Marseilles;;Marsella;;;;;;;;;
PROV469;Dinha;Digne;Digne;;Digne;;;;;;;;;
PROV470;Tolon;Toulon;Toulon;;Tol?;;;;;;;;;
PROV472;Nizza;Nizza;Nizza;;Nizza;;;;;;;;;
PROV473;Corsica;Corse;Corsica;;C?cega;;;;;;;;;
PROV474;A Corunha; Corogne;La Coruna;;La Coru?;;;;;;;;;
PROV475;Oviedo;Oviedo;Oviedo;;Oviedo;;;;;;;;;
PROV476;Vigo;Vigo;Vigo;;Vigo;;;;;;;;;
PROV477;León;Leon;;Le?;;;;;;;;;
PROV478;Santander;Santander;Santander;;Santander;;;;;;;;;
PROV479;Burgos;Burgos;Burgos;;Burgos;;;;;;;;;
PROV480;Valladolid;Valladolid;Valladolid;;Valladolid;;;;;;;;;
PROV481;Soria;Soria;Soria;;Soria;;;;;;;;;
PROV482;Salamanha;Salamanque;Salamanca;;Salamanca;;;;;;;;;
PROV483;Ávila;Avila;Avila;;?ila;;;;;;;;;
PROV484;Batalyaws;Badajoz;Badajoz;;Badajoz;;;;;;;;;
PROV485;Almendralejo;Almendralejo;Almendralejo;;Almendralejo;;;;;;;;;
PROV486;El-Belat;Caceres;Caceres;;C?eres;;;;;;;;;
PROV487;Madrid;Madrid;Madrid;;Madrid;;;;;;;;;
PROV488;Sigüenza;Sig?nza;Siguenza;;Sig?nza;;;;;;;;;
PROV489;Tulaytullah;Tol?e;Toledo;;Toledo;;;;;;;;;
PROV490;Qunka;Cuenca;Cuenca;;Cuenca;;;;;;;;;
PROV491;Al-Mansha;Ciudad Real;Ciudad Real;;Ciudad Real;;;;;;;;;
PROV492;Bilbao;Bilbao;Bilbao;;Bilbao;;;;;;;;;
PROV493;Pamplona;Pampelune;Pamplona;;Pamplona;;;;;;;;;
PROV494;Logroño;Logrono;;Logro?;;;;;;;;;
PROV495;Saraqusta;Saragosse;Saragosa;;Zaragoza;;;;;;;;;
PROV496;Uesca;Huesca;Huesca;;Huesca;;;;;;;;;
PROV497;Tirwal;Teruel;Teruel;;Teruel;;;;;;;;;
PROV498;Barcelona;Barcelone;Barcelona;;Barcelona;;;;;;;;;
PROV499;Girona;G?one;Gerona;;Gerona;;;;;;;;;
PROV500;Lleida;Lerida;Lerida;;L?ida;;;;;;;;;
PROV501;Turtushah;Tarragone;Tarragona;;Tarragona;;;;;;;;;
PROV502;Balearic Islands;?es Bal?res;Balearen;;Islas Baleares;;;;;;;;;
PROV503;Balansiyah;Valence;Valencia;;Valencia;;;;;;;;;
PROV504;Qaschel;Castell?;Castellon;;Castell?;;;;;;;;;
PROV505;Medina Laqant;Alicante;Alicante;;Alicante;;;;;;;;;
PROV506;Qartayannat-al-Halfa;Carthag?e;Cartagena;;Cartagena;;;;;;;;;
PROV507;Mursiya;Murcie;Murcia;;Murcia;;;;;;;;;
PROV508;Al-Basit;Albacete;Albacete;;Albacete;;;;;;;;;
PROV510;Qurtuba;Cordoue;Cordoba;;C?doba;;;;;;;;;
PROV511;Walbah;Huelva;Huelva;;Huelva;;;;;;;;;
PROV512;Qadis;Cadiz;Cadiz;;C?iz;;;;;;;;;
PROV513;Garnatah;Grenade;Granada;;Granada;;;;;;;;;
PROV514;Malaqah;Malaga;Malaga;;M?aga;;;;;;;;;
PROV515;Marriya;Almeria;Almeria;;Almer?;;;;;;;;;
PROV516;Jayyan;Ja?;Jaen;;Ja?;;;;;;;;;
PROV517;Gamo;Gibraltar;Gibraltar;;Gibraltar;;;;;;;;;
PROV518;Porto;;;;;;;;;;;;;
PROV519;Vila Real;Vila Real;Vila Real;;Villarreal;;;;;;;;;
PROV520;Cohilha;Covilhã;Covilhã;;Covilha;;;;;;;;;
PROV522;Cohimbra;Co?bre;Coimbra;;Coimbra;;;;;;;;;
PROV523;Kydonies;Abrantes;Abrantes;;Abrantes;;;;;;;;;
PROV524;Xetubre;;;;;;;;;;;;;
PROV525;Ebora;Evora;Evora;;?ora;;;;;;;;;
PROV526;Baja;Beja;Beja;;Beja;;;;;;;;;
PROV527;Shilb;Faro;Faro;;Faro;;;;;;;;;
PROV528;Hamburg;Hambourg;Hamburg;;Hamburgo;;;;;;;;;
PROV529;Lauenburg;Lauenburg;Lauenburg;;Lauenburg;;;;;;;;;
PROV530;Lübeck;Lübeck;Lübeck;;Lübeck;;;;;;;;;
PROV531;Stade;Stade;Stade;;Stade;;;;;;;;;
PROV532;Lüneburg;Lunebourg;Lüneburg;;Luneburg;;;;;;;;;
PROV533;Heligoland;Heligoland;Helgoland;;Heligoland;;;;;;;;;
PROV535;Nienburg;Nienburg;Nienburg;;Nienburg;;;;;;;;;
PROV537;Göttingen;Göttingen;Göttingen;;Gottingen;;;;;;;;;
PROV538;Osnabrück;Osnabrück;Osnabrück;;Osnabruck;;;;;;;;;
PROV539;Bremen;Br?e;Bremen;;Bremen;;;;;;;;;
PROV540;Oldenburg;Oldenbourg;Oldenburg;;Oldenburgo;;;;;;;;;
PROV541;Cloppenburg;Cloppenburg;Cloppenburg;;Cloppenburg;;;;;;;;;
PROV542;Lingen;Lingen;Lingen;;Lingen;;;;;;;;;
PROV543;Emden;Emden;Emden;;Emden;;;;;;;;;
PROV544;Schwerin;Schwerin;Schwerin;;Schwerin;;;;;;;;;
PROV545;Neustrelitz;Neustrelitz;Neustrelitz;;Neustrelitz;;;;;;;;;
PROV546;Stettin;Stettin;Stettin;;Stettin;;;;;;;;;
PROV548;Stralsund;Stralsund;Stralsund;;Stralsund;;;;;;;;;
PROV549;Berlin;Berlin;Berlin;;Berl?;;;;;;;;;
PROV550;Prenzlau;Prenzlau;Prenzlau;;Prenzlau;;;;;;;;;
PROV551;Pritzwalk;Pritzwalk;Pritzwalk;;Pritzwalk;;;;;;;;;
PROV552;Cottbus;Cottbus;Cottbus;;Cottbus;;;;;;;;;
PROV553;Magdeburg;Magdebourg;Magdeburg;;Magdeburgo;;;;;;;;;
PROV554;Erfurt;Erfurt;Erfurt;;Erfurt;;;;;;;;;
PROV555;Dessau;Dessau;Dessau;;Dessau;;;;;;;;;
PROV556;Halle;Halle;Halle;;Halle;;;;;;;;;
PROV557;Stendal;Stendal;Stendal;;Stendal;;;;;;;;;
PROV558;Dresden;Dresde;Dresden;;Dresde;;;;;;;;;
PROV559;Leipzig;Leipzig;Leipzig;;Leipzig;;;;;;;;;
PROV560;Chemnitz;Chemnitz;Chemnitz;;Chemnitz;;;;;;;;;
PROV561;Weimar;Weimar;Weimar;;Weimar;;;;;;;;;
PROV562;Gotha;Gotha;Gotha;;Gotha;;;;;;;;;
PROV563;Meiningen;Meiningen;Meiningen;;Meiningen;;;;;;;;;
PROV564;Frankfurt;Francfort;Frankfurt;;Frankfurt;;;;;;;;;
PROV565;Wiesbaden;Wiesbaden;Wiesbaden;;Wiesbaden;;;;;;;;;
PROV566;Kassel;Kassel;Kassel;;Kassel;;;;;;;;;
PROV568;Fulda;Fulda;Fulda;;Fulda;;;;;;;;;
PROV569;Mannheim;Mannheim;Mannheim;;Mannheim;;;;;;;;;
PROV570;Mainz;Mainz;Mainz;;Mainz;;;;;;;;;
PROV571;Kaiserslautern;Kaiserslautern;Kaiserslautern;;Kaiserslautern;;;;;;;;;
PROV572;Trier;Tr?es;Trier;;Tr?eris;;;;;;;;;
PROV573;Saarbrücken;Sarrebruck;Saarbrücken;;Saarbrucken;;;;;;;;;
PROV576;Aachen;Aix-la-Chapelle;Aachen;;Aquisgrán;;;;;;;;;
PROV578;Düsseldorf;Düsseldorf;Düsseldorf;;Dusseldorf;;;;;;;;;
PROV580;Dortmund;Dortmund;Dortmund;;Dortmund;;;;;;;;;
PROV581;Münster;Münster;Münster;;Münster;;;;;;;;;
PROV582;Bielefeld;Bielefeld;Bielefeld;;Bielefeld;;;;;;;;;
PROV583;Siegen;Siegen;Siegen;;Siegen;;;;;;;;;
PROV584;Tarnobrzeg;Korbach;Korbach;;Korbach;;;;;;;;;
PROV585;Detmold;Detmold;Detmold;;Detmold;;;;;;;;;
PROV586;Karlsruhe;Karlsruhe;Karlsruhe;;Karlsruhe;;;;;;;;;
PROV587;Freiburg;Fribourg;Freiburg;;Friburgo;;;;;;;;;
PROV588;Konstanz;Constance;Konstanz;;Constanza;;;;;;;;;
PROV589;Stuttgart;Stuttgart;Stuttgart;;Stuttgart;;;;;;;;;
PROV590;Heilbronn;Heilbronn;Heilbronn;;Heilbronn;;;;;;;;;
PROV591;Tübingen;Tubingue;Tübingen;;Tubingen;;;;;;;;;
PROV592;Augsburg;Augsbourg;Augsburg;;Augsburgo;;;;;;;;;
PROV593;Ulm;Ulm;Ulm;;Ulm;;;;;;;;;
PROV594;Sigmaringen;Sigmaringen;Sigmaringen;;Sigmaringen;;;;;;;;;
PROV596;Aschaffenburg;Aschaffenbourg;Aschaffenburg;;Aschaffenburg;;;;;;;;;
PROV597;Würzburg;Wurtzbourg;Würzburg;;Wurzburg;;;;;;;;;
PROV598;Bayreuth;Bayreuth;Bayreuth;;Bayreuth;;;;;;;;;
PROV600;Landshut;Landshut;Landshut;;Landshut;;;;;;;;;
PROV601;Ingolstadt;Ingolstadt;Ingolstadt;;Ingolstadt;;;;;;;;;
PROV602;Regensburg;Ratisbonne;Regensburg;;Ratisbona;;;;;;;;;
PROV604;Basel;B?e;Basel;;Basilea;;;;;;;;;
PROV605;Bern;Berne;Bern;;Berna;;;;;;;;;
PROV607;Geneva;Gen?e;Genf;;Ginebra;;;;;;;;;
PROV608;Arle;Neuch?el;Neuchatel;;Neuchatel;;;;;;;;;
PROV610;Ponape;Ponape;Ponape;;Ponape;;;;;;;;;
PROV611;Chur;Coire;Chur;;Chur;;;;;;;;;
PROV612;Innsbruck;Innsbruck;Innsbruck;;Innsbruck;;;;;;;;;
PROV613;Salzburg;Salzbourg;Salzburg;;Salzburgo;;;;;;;;;
PROV614;Bregenz;Bregenz;Bregenz;;Bregenz;;;;;;;;;
PROV615;Lienz;Lienz;Lienz;;Lienz;;;;;;;;;
PROV616;Graz;Graz;Graz;;Graz;;;;;;;;;
PROV617;Judenburg;Judenburg;Judenburg;;Judenburg;;;;;;;;;
PROV618;Klagenfurt;Klagenfurt;Klagenfurt;;Klagenfurt;;;;;;;;;
PROV620;Sankt Pölten;Sankt P?ten;Sankt Polten;;Sankt Polten;;;;;;;;;
PROV621;Kremže;Krems;Krems;;Krems;;;;;;;;;
PROV622;Linz;Linz;Linz;;Linz;;;;;;;;;
PROV623;Ödenburg;?enburg;?enburg;;?enburg;;;;;;;;;
PROV624;Eisenstadt;Eisenstadt;Eisenstadt;;Eisenstadt;;;;;;;;;
PROV625;Praha;Prague;Prag;;Praga;;;;;;;;;
PROV627;Karlovy Vary;Karlsbad;Karlsbad;;Karlsbad;;;;;;;;;
PROV639;Zalaegerszeg;Zalaegerszeg;Zalaegerszeg;;Zalaegerszeg;;;;;;;;;
PROV640;Pécs;P?s;Pecs;;P?s;;;;;;;;;
PROV642;Gyor;Gyor;Gyor;;Gyor;;;;;;;;;
PROV643;Székesfehérvár;Székesfehérvár;Szekesfehevar;;Szekesfehevar;;;;;;;;;
PROV644;Kaposvár;Kaposvár;Kaposvar;;Kaposvár;;;;;;;;;
PROV645;Kecskemét;Kecskem?;Kecskemet;;Kecskem?;;;;;;;;;
PROV646;Miskolc;Miskolc;Miskolc;;Miskolc;;;;;;;;;
PROV648;Debrecen;Debrecen;Debrecen;;Debrecen;;;;;;;;;
PROV649;Szeged;Szeged;Szeged;;Szeged;;;;;;;;;
PROV650;Békéscsaba;B??csaba;Bekescsaba;;Bekescsaba;;;;;;;;;
PROV653;Resita;Resicab?ya;Resicab?ya;;Resicab?ya;;;;;;;;;
PROV658;Hawai'i;Hawai'i;Hawai'i;;Hawai;;;;;;;;;
PROV662;Chernivtsi;Czernowitz;Czernowitz;;Czernowitz;;;;;;;;;
PROV663;Suceava;Sotschen;Sotschen;;Sotschen;;;;;;;;;
PROV664;Bucuresti;Bucuresti;Bucuresti;;Bucuresti;;;;;;;;;
PROV665;Târgu Jiu;T?gu Jiu;T?gu Jiu;;T?gu Jiu;;;;;;;;;
PROV666;Craiova;Craiova;Craiova;;Craiova;;;;;;;;;
PROV667;Targuviste;Targuviste;Targuviste;;Targuviste;;;;;;;;;
PROV668;Braila;Braila;Braila;;Braila;;;;;;;;;
PROV669;Calarasi;Calarasi;Calarasi;;Calarasi;;;;;;;;;
PROV670;Iasi;Iasi;Iasi;;Iasi;;;;;;;;;
PROV671;Botosani;Botosani;Botosani;;Botosani;;;;;;;;;
PROV672;Bacau;Bacau;Bacau;;Bacau;;;;;;;;;
PROV674;Konstantia;Constanta;Constanta;;Constantsa;;;;;;;;;
PROV675;Aegyssus;Tulcea;Tulcea;;Tulcea;;;;;;;;;
PROV678;Ismail;Izmail;Izmail;;Izmail;;;;;;;;;
PROV679;Kolberg;Kolberg;Kolberg;;Kolberg;;;;;;;;;
PROV680;Köslin;Koszalin;Koslin;;Koslin;;;;;;;;;
PROV681;Küstrin;Küstrin;Küstrin;;Kustrin;;;;;;;;;
PROV682;Vratislav;Breslau;Breslau;;Wroclaw;;;;;;;;;
PROV684;Opolí;Oppeln;Oppeln;;Oppeln;;;;;;;;;
PROV685;Katovice;Katowice;Kattowitz;;Katowice;;;;;;;;;
PROV687;Görlitz;Görlitz;Görlitz;;Gorlitz;;;;;;;;;
PROV688;Opava;Troppau;Troppau;;Truppach;;;;;;;;;
PROV690;Danzig;Dantzig;Danzig;;Danzig;;;;;;;;;
PROV691;Tuchel;Tuchel;Tuchel;;Tuchel;;;;;;;;;
PROV692;Deutsch Krone;Deutsch Krone;Deutsch Krone;;Deutsch-Krone;;;;;;;;;
PROV693;Elbing;Elbing;Elbing;;Elblag;;;;;;;;;
PROV695;Königsberg;Königsberg;Königsberg;;Königsberg;;;;;;;;;
PROV696;Hakuwo;Allenstein;Allenstein;;Allenstein;;;;;;;;;
PROV697;Gumbinnen;Gumbinnen;Gumbinnen;;Gumbinnen;;;;;;;;;
PROV698;Klaipeda;Memel;Memel;;Memel;;;;;;;;;
PROV699;Poznan;Posnanie;Posen;;Pozn?;;;;;;;;;
PROV700;Bydgoszcz;Bromberg;Bromberg;;Bromberg;;;;;;;;;
PROV703;Kraków;Krak?;Krak?;;Krak?;;;;;;;;;
PROV705;Peremyshl;Premissel;Premissel;;Premissel;;;;;;;;;
PROV706;Warsaw;Varsovie;Warschau;;Varsovia;;;;;;;;;
PROV707;Suvalkai;Suvalki;Suvalki;;Suvalki;;;;;;;;;
PROV708;Plock;Plock;Plock;;Plock;;;;;;;;;
PROV709;Lomza;Lomza;Lomza;;Lomza;;;;;;;;;
PROV710;Skierniewice;Skierniewice;Skierniewice;;Skierniewice;;;;;;;;;
PROV712;Lodz;Lodz;Lodz;;L?z;;;;;;;;;
PROV713;Radom;Radom;Radom;;Radom;;;;;;;;;
PROV714;Tarnów;Tarnau;Tarnau;;Tarnau;;;;;;;;;
PROV715;Lublin;Lublin;Lublin;;Lublin;;;;;;;;;
PROV716;Kielce;Kielce;Kielce;;Kielce;;;;;;;;;
PROV717;Kalisz;Kalisz;Kalisz;;Kalisz;;;;;;;;;
PROV718;Minsk;Minsk;Minsk;;Minsk;;;;;;;;;
PROV721;Aosta;Aosta;;Aosta;;;;;;;;;
PROV722;Novara;Novare;Novara;;Novara;;;;;;;;;
PROV723;Alessandria;Alexandrie;Alessandria;;Alessandria;;;;;;;;;
PROV725;Savona;Savone;Savona;;Savona;;;;;;;;;
PROV727;Bergamo;W?sch-Bergen;W?sch-Bergen;;W?sch-Bergen;;;;;;;;;
PROV728;Brescia;W?sch-Brixen;W?sch-Brixen;;W?sch-Brixen;;;;;;;;;
PROV730;Dietrichsbern;Dietrichsbern;Dietrichsbern;;Dietrichsbern;;;;;;;;;
PROV732;Trevixen;Trevixen;Trevixen;;Trevixen;;;;;;;;;
PROV733;Weiden;Weiden;Weiden;;Weiden;;;;;;;;;
PROV735;Bozen;Bozen;Bozen;;Bozen;;;;;;;;;
PROV736;Triest;Triest;Triest;;Triest;;;;;;;;;
PROV737;Morshansk;Morshansk;Morshansk;;Morshansk;;;;;;;;;
PROV738;Parma;Parme;Parma;;Parma;;;;;;;;;
PROV739;Modena;Mod?e;Modena;;M?ena;;;;;;;;;
PROV740;Massa;Massa;Massa;;Massa;;;;;;;;;
PROV741;Bologna;Bologne;Bologna;;Bolonia;;;;;;;;;
